model,factor,effect_abs,effect_rel_pct,model_pmse_mean
elastic_net,hidden_dim,0.24745250595297444,92.8825625320644,0.2664143830738415
elastic_net,sampling,0.16591864523616093,62.27841129364761,0.2664143830738415
elastic_net,generation_mode,0.15778527556766989,59.22550942902241,0.2664143830738415
elastic_net,num_features,0.13546591088455112,50.84782184864408,0.2664143830738415
elastic_net,sort_features,0.0784485955383096,29.446081188704504,0.2664143830738415
elastic_net,num_layers,0.05968321826176509,22.40240094140218,0.2664143830738415
elastic_net,init_std,0.057564211204407884,21.607020814808234,0.2664143830738415
elastic_net,per_layer_activation,0.051905218330575736,19.482888923526804,0.2664143830738415
elastic_net,train_size,0.051639969226250665,19.383326316859446,0.2664143830738415
elastic_net,num_causes,0.0493528673839389,18.524850953809004,0.2664143830738415
elastic_net,first_nonlinearity,0.047198450478624754,17.716179559848634,0.2664143830738415
elastic_net,noise_std,0.03216191846173805,12.072140434258685,0.2664143830738415
elastic_net,y_is_effect,0.020437341867545256,7.671260699870201,0.2664143830738415
elastic_net,in_clique,0.01892847733324743,7.104900686987707,0.2664143830738415
elastic_net,seq_len,0.011760160763333471,4.414236434101958,0.2664143830738415
extra_trees,hidden_dim,0.2407738128329834,65.49514948992622,0.36762083102049675
extra_trees,sampling,0.133088525624659,36.20266165418647,0.36762083102049675
extra_trees,generation_mode,0.12725645241278494,34.616224564730864,0.36762083102049675
extra_trees,num_causes,0.1003213319606504,27.289349105208068,0.36762083102049675
extra_trees,train_size,0.06453692424009427,17.55529578151027,0.36762083102049675
extra_trees,first_nonlinearity,0.0616959672068787,16.78250033753904,0.36762083102049675
extra_trees,sort_features,0.06115978966158753,16.636649640285906,0.36762083102049675
extra_trees,per_layer_activation,0.052287281814129005,14.223155327999823,0.36762083102049675
extra_trees,init_std,0.04721404568276255,12.84313665025422,0.36762083102049675
extra_trees,in_clique,0.04282093136940651,11.648124305289715,0.36762083102049675
extra_trees,y_is_effect,0.042498811361714794,11.5605014122133,0.36762083102049675
extra_trees,num_features,0.038795423643907756,10.553108085908416,0.36762083102049675
extra_trees,seq_len,0.031512790217151865,8.572090468778377,0.36762083102049675
extra_trees,noise_std,0.019065304040255304,5.186132675705832,0.36762083102049675
extra_trees,num_layers,0.012380264204033431,3.367672111960154,0.36762083102049675
gbrt,hidden_dim,0.2512315177075637,68.64928872891973,0.36596375921623786
gbrt,sampling,0.1475284824924359,40.31232021673091,0.36596375921623786
gbrt,generation_mode,0.11390493065915408,31.124647670877927,0.36596375921623786
gbrt,num_causes,0.103197754796646,28.19890008170708,0.36596375921623786
gbrt,train_size,0.07098123013194352,19.395699258298052,0.36596375921623786
gbrt,sort_features,0.06840890849681613,18.69280954030074,0.36596375921623786
gbrt,first_nonlinearity,0.0681185659900978,18.61347313077753,0.36596375921623786
gbrt,num_features,0.06295399431062071,17.202248235028904,0.36596375921623786
gbrt,init_std,0.05514137699421473,15.067441954445883,0.36596375921623786
gbrt,per_layer_activation,0.05179227566626021,14.152296330429154,0.36596375921623786
gbrt,seq_len,0.051496349083868354,14.071434066082096,0.36596375921623786
gbrt,in_clique,0.04851176964651388,13.255894449879015,0.36596375921623786
gbrt,y_is_effect,0.037801653149253156,10.32934332902543,0.36596375921623786
gbrt,noise_std,0.02812387894319346,7.684880875479213,0.36596375921623786
gbrt,num_layers,0.010214614052091842,2.7911545323416322,0.36596375921623786
hist_gbrt,hidden_dim,0.25041178708789896,69.49227715506231,0.36034477115944846
hist_gbrt,sampling,0.15716948864673363,43.61641994721436,0.36034477115944846
hist_gbrt,num_causes,0.09959866655848232,27.639825669736457,0.36034477115944846
hist_gbrt,generation_mode,0.0872769243883611,24.220394292815214,0.36034477115944846
hist_gbrt,train_size,0.0735859484186796,20.42098409862,0.36034477115944846
hist_gbrt,num_features,0.07340710114888349,20.371351834158204,0.36034477115944846
hist_gbrt,first_nonlinearity,0.06793857164011752,18.853769244803463,0.36034477115944846
hist_gbrt,sort_features,0.06621069138250962,18.374261729806577,0.36034477115944846
hist_gbrt,seq_len,0.053761565319354776,14.919479793302148,0.36034477115944846
hist_gbrt,init_std,0.05286531945972367,14.670760807663106,0.36034477115944846
hist_gbrt,in_clique,0.046371227410805405,12.86857230135488,0.36034477115944846
hist_gbrt,per_layer_activation,0.04355885771307083,12.088105947233664,0.36034477115944846
hist_gbrt,y_is_effect,0.03726619560629352,10.341816668071937,0.36034477115944846
hist_gbrt,noise_std,0.02850274053900803,7.90985268005898,0.36034477115944846
hist_gbrt,num_layers,0.024260558951816114,6.732596361466584,0.36034477115944846
knn,hidden_dim,0.23243545802712967,52.264929598441874,0.4447254780843693
knn,sampling,0.13174008329878167,29.62278749268985,0.4447254780843693
knn,generation_mode,0.1280332851465032,28.78928495349526,0.4447254780843693
knn,num_causes,0.09425743990885344,21.19452213866006,0.4447254780843693
knn,train_size,0.06914677174310524,15.548192120890214,0.4447254780843693
knn,sort_features,0.06151344312309204,13.831778513805379,0.4447254780843693
knn,per_layer_activation,0.05673759336316758,12.757891364255014,0.4447254780843693
knn,first_nonlinearity,0.05446274149142927,12.246373139228394,0.4447254780843693
knn,seq_len,0.03975590284370645,8.939425511430743,0.4447254780843693
knn,y_is_effect,0.037029407430637706,8.326351705807333,0.4447254780843693
knn,in_clique,0.035885174055980296,8.069061887471282,0.4447254780843693
knn,init_std,0.03101255666117314,6.973415778821137,0.4447254780843693
knn,num_features,0.017522843761743567,3.9401483893439746,0.4447254780843693
knn,num_layers,0.017027935765223656,3.828864457815765,0.4447254780843693
knn,noise_std,0.013974661644138076,3.1423119053878286,0.4447254780843693
lasso,hidden_dim,0.24718556270080624,92.79380627337143,0.2663815319447025
lasso,sampling,0.16576756800042367,62.22937708565884,0.2663815319447025
lasso,generation_mode,0.157664257161301,59.18738285281359,0.2663815319447025
lasso,num_features,0.1354166209201169,50.83558906336935,0.2663815319447025
lasso,sort_features,0.07832438421384605,29.403083480316205,0.2663815319447025
lasso,num_layers,0.05956319899834728,22.36010828660294,0.2663815319447025
lasso,init_std,0.05746838637413512,21.57371269494195,0.2663815319447025
lasso,per_layer_activation,0.051846503852387704,19.46325012619508,0.2663815319447025
lasso,train_size,0.05161813622269265,19.37752059831533,0.2663815319447025
lasso,num_causes,0.049311005529948715,18.511420506503082,0.2663815319447025
lasso,first_nonlinearity,0.0470472455090967,17.66160182563374,0.2663815319447025
lasso,noise_std,0.03209547755055231,12.048687202990834,0.2663815319447025
lasso,y_is_effect,0.020353377121759497,7.640686264235692,0.2663815319447025
lasso,in_clique,0.018904676452306646,7.096842004884566,0.2663815319447025
lasso,seq_len,0.011665150152756987,4.379113697408471,0.2663815319447025
rf,hidden_dim,0.23476352941321227,59.38486609021063,0.39532551787956655
rf,generation_mode,0.13857026300996728,35.05219287467849,0.39532551787956655
rf,sampling,0.13184541016693135,33.35110034740971,0.39532551787956655
rf,num_causes,0.0926571142356915,23.43818196525298,0.39532551787956655
rf,train_size,0.06565831556759716,16.60867123371468,0.39532551787956655
rf,sort_features,0.06079898700298619,15.37947444655172,0.39532551787956655
rf,first_nonlinearity,0.0574337365682544,14.528213831557222,0.39532551787956655
rf,per_layer_activation,0.0551797838047241,13.958062737942022,0.39532551787956655
rf,in_clique,0.04496102486215631,11.37316536086937,0.39532551787956655
rf,init_std,0.044015665784218616,11.134031018363887,0.39532551787956655
rf,y_is_effect,0.041208795004811394,10.424015941557661,0.39532551787956655
rf,num_features,0.038478260853474056,9.733310680236993,0.39532551787956655
rf,seq_len,0.03576383332052646,9.046679686238138,0.39532551787956655
rf,noise_std,0.01828390218600484,4.625024532713043,0.39532551787956655
rf,num_layers,0.01592944904740634,4.0294512564855856,0.39532551787956655
ridge,hidden_dim,0.24435453145344704,91.4606266421739,0.2671690982497286
ridge,sampling,0.16494145591067874,61.736726661593345,0.2671690982497286
ridge,generation_mode,0.156494669684576,58.57513863309787,0.2671690982497286
ridge,num_features,0.1356817326080744,50.78496483947773,0.2671690982497286
ridge,sort_features,0.07697856415317206,28.81267506514491,0.2671690982497286
ridge,num_layers,0.05945540328568763,22.253847348061715,0.2671690982497286
ridge,init_std,0.05716649456999787,21.39712075404886,0.2671690982497286
ridge,train_size,0.05093532242747406,19.064825521050242,0.2671690982497286
ridge,per_layer_activation,0.05062668120623645,18.949302721722187,0.2671690982497286
ridge,num_causes,0.048980402160751696,18.33310906150107,0.2671690982497286
ridge,first_nonlinearity,0.04694361822072521,17.570751456010836,0.2671690982497286
ridge,noise_std,0.0309690032858711,11.59153640475431,0.2671690982497286
ridge,y_is_effect,0.02052130407850239,7.681017083540362,0.2671690982497286
ridge,in_clique,0.019268049124780695,7.211930290968921,0.2671690982497286
ridge,seq_len,0.012019932468345762,4.498998030494708,0.2671690982497286
